mode,V_start,V_end,window_V,n_points,n_features,n_components,R2_LOO,RMSE_LOO,composite,V_selected
I,0.45,0.69,0.24,4,4,2,0.80771,0.62976,0.82865,"[np.float64(0.4496), np.float64(0.5296), np.float64(0.6096), np.float64(0.6895)]"
I,0.4,0.72,0.32,6,6,2,0.80729,0.63045,0.82833,"[np.float64(0.3996), np.float64(0.4596), np.float64(0.5296), np.float64(0.5896), np.float64(0.6595), np.float64(0.7195)]"
I,0.45,0.69,0.24,5,5,2,0.80668,0.63145,0.82788,"[np.float64(0.4496), np.float64(0.5096), np.float64(0.5696), np.float64(0.6296), np.float64(0.6895)]"
dIdV,0.45,0.76,0.31,4,4,1,0.80604,0.63249,0.8274,"[np.float64(0.4496), np.float64(0.5496), np.float64(0.6595), np.float64(0.7595)]"
dIdV,0.45,0.68,0.23,2,2,2,0.8058,0.63288,0.82722,"[np.float64(0.4496), np.float64(0.6795)]"
I,0.4,0.68,0.28,2,2,2,0.8058,0.63288,0.82722,"[np.float64(0.3996), np.float64(0.6795)]"
both,0.4,0.6,0.2,6,12,3,0.80564,0.63315,0.8271,"[np.float64(0.3996), np.float64(0.4396), np.float64(0.4796), np.float64(0.5196), np.float64(0.5596), np.float64(0.5996)]"
I,0.4,0.6,0.2,6,6,3,0.80564,0.63314,0.8271,"[np.float64(0.3996), np.float64(0.4396), np.float64(0.4796), np.float64(0.5196), np.float64(0.5596), np.float64(0.5996)]"
both,0.4,0.63,0.23,5,10,2,0.80494,0.63428,0.82658,"[np.float64(0.3996), np.float64(0.4596), np.float64(0.5196), np.float64(0.5696), np.float64(0.6296)]"
I,0.45,0.69,0.24,6,6,2,0.80402,0.63578,0.8259,"[np.float64(0.4496), np.float64(0.4996), np.float64(0.5496), np.float64(0.5896), np.float64(0.6396), np.float64(0.6895)]"
I,0.4,0.77,0.37,2,2,2,0.80347,0.63666,0.82549,"[np.float64(0.3996), np.float64(0.7695)]"
dIdV,0.45,0.75,0.3,5,5,3,0.80296,0.63749,0.82511,"[np.float64(0.4496), np.float64(0.5296), np.float64(0.5996), np.float64(0.6695), np.float64(0.7495)]"
I,0.4,0.79,0.39,3,3,2,0.80295,0.63751,0.8251,"[np.float64(0.3996), np.float64(0.5996), np.float64(0.7894)]"
dIdV,0.55,0.77,0.22,2,2,1,0.80283,0.6377,0.82502,"[np.float64(0.5496), np.float64(0.7695)]"
dIdV,0.45,0.65,0.2,2,2,1,0.8027,0.63791,0.82492,"[np.float64(0.4496), np.float64(0.6495)]"
dIdV,0.45,0.79,0.34,2,2,2,0.80254,0.63817,0.8248,"[np.float64(0.4496), np.float64(0.7894)]"
dIdV,0.45,0.66,0.21,5,5,1,0.80176,0.63943,0.82422,"[np.float64(0.4496), np.float64(0.4996), np.float64(0.5496), np.float64(0.6096), np.float64(0.6595)]"
I,0.4,0.6,0.2,5,5,3,0.80123,0.64028,0.82382,"[np.float64(0.3996), np.float64(0.4496), np.float64(0.4996), np.float64(0.5496), np.float64(0.5996)]"
dIdV,0.55,0.76,0.21,4,4,2,0.80064,0.64124,0.82338,"[np.float64(0.5496), np.float64(0.6196), np.float64(0.6895), np.float64(0.7595)]"
dIdV,0.45,0.79,0.34,3,3,2,0.80048,0.64149,0.82327,"[np.float64(0.4496), np.float64(0.6196), np.float64(0.7894)]"
dIdV,0.55,0.76,0.21,6,6,1,0.79967,0.64278,0.82267,"[np.float64(0.5496), np.float64(0.5896), np.float64(0.6296), np.float64(0.6795), np.float64(0.7195), np.float64(0.7595)]"
I,0.4,0.71,0.31,3,3,2,0.79957,0.64296,0.82259,"[np.float64(0.3996), np.float64(0.5596), np.float64(0.7095)]"
both,0.4,0.63,0.23,6,12,2,0.79808,0.64533,0.82149,"[np.float64(0.3996), np.float64(0.4496), np.float64(0.4896), np.float64(0.5396), np.float64(0.5796), np.float64(0.6296)]"
I,0.55,0.78,0.23,2,2,1,0.79775,0.64586,0.82124,"[np.float64(0.5496), np.float64(0.7795)]"
dIdV,0.45,0.67,0.22,2,2,1,0.79771,0.64592,0.82121,"[np.float64(0.4496), np.float64(0.6695)]"
dIdV,0.4,0.76,0.36,5,5,2,0.79739,0.64644,0.82097,"[np.float64(0.3996), np.float64(0.4896), np.float64(0.5796), np.float64(0.6695), np.float64(0.7595)]"
both,0.4,0.61,0.21,3,6,3,0.79707,0.64694,0.82074,"[np.float64(0.3996), np.float64(0.4996), np.float64(0.6096)]"
I,0.4,0.71,0.31,4,4,2,0.79689,0.64724,0.8206,"[np.float64(0.3996), np.float64(0.4996), np.float64(0.6096), np.float64(0.7095)]"
dIdV,0.5,0.76,0.26,3,3,3,0.79639,0.64802,0.82023,"[np.float64(0.4996), np.float64(0.6296), np.float64(0.7595)]"
both,0.4,0.61,0.21,4,8,3,0.7962,0.64834,0.82009,"[np.float64(0.3996), np.float64(0.4696), np.float64(0.5396), np.float64(0.6096)]"
I,0.4,0.61,0.21,6,6,3,0.79505,0.65016,0.81924,"[np.float64(0.3996), np.float64(0.4396), np.float64(0.4796), np.float64(0.5296), np.float64(0.5696), np.float64(0.6096)]"
dIdV,0.45,0.66,0.21,6,6,2,0.79325,0.65301,0.81791,"[np.float64(0.4496), np.float64(0.4896), np.float64(0.5296), np.float64(0.5796), np.float64(0.6196), np.float64(0.6595)]"
I,0.4,0.6,0.2,3,3,3,0.79272,0.65385,0.81751,"[np.float64(0.3996), np.float64(0.4996), np.float64(0.5996)]"
I,0.45,0.66,0.21,2,2,2,0.79234,0.65445,0.81723,"[np.float64(0.4496), np.float64(0.6595)]"
I,0.4,0.6,0.2,4,4,3,0.79209,0.65484,0.81704,"[np.float64(0.3996), np.float64(0.4696), np.float64(0.5296), np.float64(0.5996)]"
I,0.45,0.78,0.33,2,2,1,0.79206,0.65488,0.81703,"[np.float64(0.4496), np.float64(0.7795)]"
both,0.4,0.62,0.22,3,6,2,0.792,0.65497,0.81698,"[np.float64(0.3996), np.float64(0.5096), np.float64(0.6196)]"
I,0.4,0.61,0.21,5,5,3,0.79043,0.65744,0.81582,"[np.float64(0.3996), np.float64(0.4496), np.float64(0.4996), np.float64(0.5596), np.float64(0.6096)]"
I,0.4,0.8,0.4,4,4,2,0.7893,0.65922,0.81498,"[np.float64(0.3996), np.float64(0.5296), np.float64(0.6695), np.float64(0.7994)]"
both,0.4,0.61,0.21,5,10,3,0.78804,0.66119,0.81405,"[np.float64(0.3996), np.float64(0.4496), np.float64(0.4996), np.float64(0.5596), np.float64(0.6096)]"
both,0.4,0.62,0.22,4,8,2,0.78619,0.66406,0.81269,"[np.float64(0.3996), np.float64(0.4696), np.float64(0.5496), np.float64(0.6196)]"
I,0.45,0.68,0.23,3,3,2,0.78608,0.66424,0.8126,"[np.float64(0.4496), np.float64(0.5696), np.float64(0.6795)]"
dIdV,0.45,0.77,0.32,3,3,3,0.78573,0.66479,0.81234,"[np.float64(0.4496), np.float64(0.6096), np.float64(0.7695)]"
I,0.4,0.71,0.31,5,5,2,0.78308,0.66888,0.81039,"[np.float64(0.3996), np.float64(0.4796), np.float64(0.5596), np.float64(0.6296), np.float64(0.7095)]"
dIdV,0.45,0.76,0.31,5,5,2,0.78265,0.66954,0.81007,"[np.float64(0.4496), np.float64(0.5296), np.float64(0.6096), np.float64(0.6795), np.float64(0.7595)]"
I,0.45,0.68,0.23,6,6,2,0.7807,0.67253,0.80864,"[np.float64(0.4496), np.float64(0.4996), np.float64(0.5396), np.float64(0.5896), np.float64(0.6296), np.float64(0.6795)]"
dIdV,0.5,0.79,0.29,2,2,2,0.78028,0.67317,0.80833,"[np.float64(0.4996), np.float64(0.7894)]"
I,0.4,0.71,0.31,6,6,2,0.78025,0.67323,0.8083,"[np.float64(0.3996), np.float64(0.4596), np.float64(0.5196), np.float64(0.5896), np.float64(0.6495), np.float64(0.7095)]"
dIdV,0.45,0.78,0.33,3,3,2,0.77827,0.67625,0.80685,"[np.float64(0.4496), np.float64(0.6096), np.float64(0.7795)]"
I,0.4,0.61,0.21,4,4,3,0.77793,0.67677,0.8066,"[np.float64(0.3996), np.float64(0.4696), np.float64(0.5396), np.float64(0.6096)]"
I,0.45,0.68,0.23,4,4,2,0.77788,0.67684,0.80657,"[np.float64(0.4496), np.float64(0.5296), np.float64(0.5996), np.float64(0.6795)]"
I,0.45,0.68,0.23,5,5,2,0.77752,0.6774,0.8063,"[np.float64(0.4496), np.float64(0.5096), np.float64(0.5696), np.float64(0.6196), np.float64(0.6795)]"
dIdV,0.55,0.75,0.2,4,4,1,0.77674,0.67858,0.80573,"[np.float64(0.5496), np.float64(0.6196), np.float64(0.6795), np.float64(0.7495)]"
both,0.4,0.61,0.21,6,12,3,0.77622,0.67937,0.80535,"[np.float64(0.3996), np.float64(0.4396), np.float64(0.4796), np.float64(0.5296), np.float64(0.5696), np.float64(0.6096)]"
I,0.4,0.61,0.21,3,3,3,0.77361,0.68333,0.80342,"[np.float64(0.3996), np.float64(0.4996), np.float64(0.6096)]"
I,0.5,0.78,0.28,2,2,2,0.77357,0.68338,0.8034,"[np.float64(0.4996), np.float64(0.7795)]"
dIdV,0.4,0.66,0.26,2,2,1,0.77299,0.68426,0.80297,"[np.float64(0.3996), np.float64(0.6595)]"
I,0.4,0.62,0.22,6,6,3,0.77248,0.68503,0.80259,"[np.float64(0.3996), np.float64(0.4396), np.float64(0.4896), np.float64(0.5296), np.float64(0.5796), np.float64(0.6196)]"
both,0.4,0.62,0.22,6,12,2,0.77196,0.6858,0.80222,"[np.float64(0.3996), np.float64(0.4396), np.float64(0.4896), np.float64(0.5296), np.float64(0.5796), np.float64(0.6196)]"
both,0.4,0.62,0.22,5,10,2,0.77156,0.68641,0.80192,"[np.float64(0.3996), np.float64(0.4596), np.float64(0.5096), np.float64(0.5596), np.float64(0.6196)]"
I,0.4,0.62,0.22,5,5,3,0.77,0.68874,0.80078,"[np.float64(0.3996), np.float64(0.4596), np.float64(0.5096), np.float64(0.5596), np.float64(0.6196)]"
I,0.4,0.7,0.3,3,3,2,0.76688,0.6934,0.79849,"[np.float64(0.3996), np.float64(0.5496), np.float64(0.6995)]"
I,0.4,0.67,0.27,2,2,2,0.76395,0.69774,0.79635,"[np.float64(0.3996), np.float64(0.6695)]"
I,0.45,0.65,0.2,2,2,2,0.76308,0.69904,0.79571,"[np.float64(0.4496), np.float64(0.6495)]"
I,0.4,0.62,0.22,4,4,3,0.7628,0.69944,0.79551,"[np.float64(0.3996), np.float64(0.4696), np.float64(0.5496), np.float64(0.6196)]"
both,0.4,0.67,0.27,2,4,2,0.76137,0.70156,0.79446,"[np.float64(0.3996), np.float64(0.6695)]"
I,0.4,0.7,0.3,4,4,2,0.76034,0.70307,0.79371,"[np.float64(0.3996), np.float64(0.4996), np.float64(0.5996), np.float64(0.6995)]"
I,0.45,0.67,0.22,6,6,2,0.75804,0.70643,0.79203,"[np.float64(0.4496), np.float64(0.4896), np.float64(0.5396), np.float64(0.5796), np.float64(0.6296), np.float64(0.6695)]"
I,0.45,0.8,0.35,3,3,2,0.75765,0.707,0.79175,"[np.float64(0.4496), np.float64(0.6296), np.float64(0.7994)]"
I,0.45,0.67,0.22,3,3,2,0.7572,0.70766,0.79141,"[np.float64(0.4496), np.float64(0.5596), np.float64(0.6695)]"
I,0.45,0.67,0.22,4,4,2,0.75707,0.70785,0.79132,"[np.float64(0.4496), np.float64(0.5196), np.float64(0.5996), np.float64(0.6695)]"
dIdV,0.55,0.76,0.21,2,2,1,0.75565,0.70991,0.79029,"[np.float64(0.5496), np.float64(0.7595)]"
I,0.4,0.63,0.23,5,5,3,0.75562,0.70995,0.79027,"[np.float64(0.3996), np.float64(0.4596), np.float64(0.5196), np.float64(0.5696), np.float64(0.6296)]"
I,0.4,0.62,0.22,3,3,3,0.75191,0.71533,0.78756,"[np.float64(0.3996), np.float64(0.5096), np.float64(0.6196)]"
I,0.4,0.63,0.23,6,6,3,0.75186,0.7154,0.78752,"[np.float64(0.3996), np.float64(0.4496), np.float64(0.4896), np.float64(0.5396), np.float64(0.5796), np.float64(0.6296)]"
I,0.4,0.7,0.3,5,5,2,0.74944,0.71888,0.78576,"[np.float64(0.3996), np.float64(0.4796), np.float64(0.5496), np.float64(0.6196), np.float64(0.6995)]"
I,0.45,0.67,0.22,5,5,2,0.748,0.72093,0.78472,"[np.float64(0.4496), np.float64(0.5096), np.float64(0.5596), np.float64(0.6096), np.float64(0.6695)]"
I,0.4,0.7,0.3,6,6,2,0.74395,0.72671,0.78177,"[np.float64(0.3996), np.float64(0.4596), np.float64(0.5196), np.float64(0.5796), np.float64(0.6396), np.float64(0.6995)]"
I,0.4,0.64,0.24,5,5,3,0.74255,0.7287,0.78075,"[np.float64(0.3996), np.float64(0.4596), np.float64(0.5196), np.float64(0.5796), np.float64(0.6396)]"
I,0.4,0.64,0.24,6,6,3,0.74224,0.72912,0.78054,"[np.float64(0.3996), np.float64(0.4496), np.float64(0.4996), np.float64(0.5396), np.float64(0.5896), np.float64(0.6396)]"
dIdV,0.5,0.77,0.27,2,2,2,0.73808,0.73499,0.77751,"[np.float64(0.4996), np.float64(0.7695)]"
dIdV,0.4,0.77,0.37,2,2,2,0.73727,0.73612,0.77693,"[np.float64(0.3996), np.float64(0.7695)]"
I,0.4,0.63,0.23,4,4,3,0.7348,0.73958,0.77514,"[np.float64(0.3996), np.float64(0.4796), np.float64(0.5496), np.float64(0.6296)]"
I,0.45,0.66,0.21,6,6,2,0.73393,0.74079,0.77451,"[np.float64(0.4496), np.float64(0.4896), np.float64(0.5296), np.float64(0.5796), np.float64(0.6196), np.float64(0.6595)]"
I,0.45,0.66,0.21,5,5,2,0.73218,0.74323,0.77324,"[np.float64(0.4496), np.float64(0.4996), np.float64(0.5496), np.float64(0.6096), np.float64(0.6595)]"
I,0.6,0.8,0.2,2,2,2,0.73171,0.74388,0.7729,"[np.float64(0.5996), np.float64(0.7994)]"
both,0.4,0.68,0.28,2,4,2,0.73121,0.74457,0.77254,"[np.float64(0.3996), np.float64(0.6795)]"
I,0.45,0.66,0.21,3,3,2,0.72987,0.74642,0.77157,"[np.float64(0.4496), np.float64(0.5496), np.float64(0.6595)]"
dIdV,0.55,0.75,0.2,2,2,2,0.72963,0.74675,0.7714,"[np.float64(0.5496), np.float64(0.7495)]"
I,0.4,0.69,0.29,3,3,2,0.72958,0.74682,0.77137,"[np.float64(0.3996), np.float64(0.5396), np.float64(0.6895)]"
I,0.4,0.65,0.25,6,6,3,0.72492,0.75323,0.76799,"[np.float64(0.3996), np.float64(0.4496), np.float64(0.4996), np.float64(0.5496), np.float64(0.5996), np.float64(0.6495)]"
I,0.4,0.65,0.25,5,5,3,0.72448,0.75383,0.76768,"[np.float64(0.3996), np.float64(0.4596), np.float64(0.5196), np.float64(0.5896), np.float64(0.6495)]"
I,0.55,0.79,0.24,2,2,1,0.72388,0.75465,0.76725,"[np.float64(0.5496), np.float64(0.7894)]"
I,0.45,0.66,0.21,4,4,2,0.72356,0.75508,0.76702,"[np.float64(0.4496), np.float64(0.5196), np.float64(0.5896), np.float64(0.6595)]"
dIdV,0.5,0.78,0.28,2,2,1,0.72316,0.75563,0.76673,"[np.float64(0.4996), np.float64(0.7795)]"
I,0.4,0.63,0.23,3,3,3,0.72116,0.75836,0.76529,"[np.float64(0.3996), np.float64(0.5196), np.float64(0.6296)]"
I,0.4,0.66,0.26,2,2,2,0.72063,0.75908,0.7649,"[np.float64(0.3996), np.float64(0.6595)]"
I,0.4,0.64,0.24,4,4,3,0.72044,0.75933,0.76477,"[np.float64(0.3996), np.float64(0.4796), np.float64(0.5596), np.float64(0.6396)]"
I,0.4,0.69,0.29,5,5,2,0.72012,0.75977,0.76454,"[np.float64(0.3996), np.float64(0.4696), np.float64(0.5396), np.float64(0.6196), np.float64(0.6895)]"
I,0.4,0.69,0.29,4,4,2,0.71707,0.7639,0.76234,"[np.float64(0.3996), np.float64(0.4996), np.float64(0.5896), np.float64(0.6895)]"
I,0.4,0.66,0.26,5,5,3,0.70696,0.77743,0.75507,"[np.float64(0.3996), np.float64(0.4596), np.float64(0.5296), np.float64(0.5996), np.float64(0.6595)]"
I,0.4,0.66,0.26,6,6,3,0.70555,0.7793,0.75406,"[np.float64(0.3996), np.float64(0.4496), np.float64(0.4996), np.float64(0.5596), np.float64(0.6096), np.float64(0.6595)]"
I,0.45,0.65,0.2,6,6,2,0.70417,0.78112,0.75307,"[np.float64(0.4496), np.float64(0.4896), np.float64(0.5296), np.float64(0.5696), np.float64(0.6096), np.float64(0.6495)]"
I,0.4,0.69,0.29,6,6,2,0.70345,0.78208,0.75255,"[np.float64(0.3996), np.float64(0.4596), np.float64(0.5196), np.float64(0.5696), np.float64(0.6296), np.float64(0.6895)]"
I,0.4,0.8,0.4,3,3,2,0.70238,0.78348,0.75179,"[np.float64(0.3996), np.float64(0.5996), np.float64(0.7994)]"
I,0.4,0.65,0.25,4,4,3,0.70233,0.78355,0.75175,"[np.float64(0.3996), np.float64(0.4796), np.float64(0.5696), np.float64(0.6495)]"
I,0.45,0.65,0.2,5,5,2,0.70089,0.78544,0.75072,"[np.float64(0.4496), np.float64(0.4996), np.float64(0.5496), np.float64(0.5996), np.float64(0.6495)]"
dIdV,0.5,0.71,0.21,2,2,2,0.6972,0.79026,0.74808,"[np.float64(0.4996), np.float64(0.7095)]"
I,0.45,0.65,0.2,3,3,2,0.69704,0.79048,0.74796,"[np.float64(0.4496), np.float64(0.5496), np.float64(0.6495)]"
I,0.4,0.64,0.24,3,3,3,0.69348,0.7951,0.74542,"[np.float64(0.3996), np.float64(0.5196), np.float64(0.6396)]"
I,0.45,0.65,0.2,4,4,2,0.69059,0.79884,0.74335,"[np.float64(0.4496), np.float64(0.5196), np.float64(0.5796), np.float64(0.6495)]"
I,0.4,0.68,0.28,4,4,2,0.68963,0.80008,0.74266,"[np.float64(0.3996), np.float64(0.4896), np.float64(0.5896), np.float64(0.6795)]"
dIdV,0.45,0.69,0.24,2,2,2,0.68718,0.80323,0.74091,"[np.float64(0.4496), np.float64(0.6895)]"
I,0.4,0.68,0.28,3,3,2,0.68358,0.80785,0.73834,"[np.float64(0.3996), np.float64(0.5396), np.float64(0.6795)]"
I,0.4,0.68,0.28,5,5,2,0.67662,0.81669,0.73338,"[np.float64(0.3996), np.float64(0.4696), np.float64(0.5396), np.float64(0.6096), np.float64(0.6795)]"
I,0.4,0.65,0.25,2,2,2,0.67623,0.81717,0.7331,"[np.float64(0.3996), np.float64(0.6495)]"
I,0.4,0.67,0.27,6,6,3,0.67609,0.81736,0.733,"[np.float64(0.3996), np.float64(0.4496), np.float64(0.5096), np.float64(0.5596), np.float64(0.6196), np.float64(0.6695)]"
I,0.4,0.67,0.27,5,5,3,0.6705,0.82438,0.72902,"[np.float64(0.3996), np.float64(0.4696), np.float64(0.5396), np.float64(0.5996), np.float64(0.6695)]"
I,0.4,0.68,0.28,6,6,2,0.66919,0.82601,0.72809,"[np.float64(0.3996), np.float64(0.4596), np.float64(0.5096), np.float64(0.5696), np.float64(0.6196), np.float64(0.6795)]"
I,0.45,0.79,0.34,2,2,2,0.66354,0.83303,0.72408,"[np.float64(0.4496), np.float64(0.7894)]"
I,0.5,0.79,0.29,2,2,2,0.66224,0.83464,0.72316,"[np.float64(0.4996), np.float64(0.7894)]"
dIdV,0.45,0.78,0.33,2,2,2,0.66094,0.83625,0.72223,"[np.float64(0.4496), np.float64(0.7795)]"
I,0.4,0.65,0.25,3,3,3,0.65759,0.84037,0.71985,"[np.float64(0.3996), np.float64(0.5196), np.float64(0.6495)]"
I,0.4,0.66,0.26,4,4,3,0.65375,0.84507,0.71713,"[np.float64(0.3996), np.float64(0.4896), np.float64(0.5696), np.float64(0.6595)]"
I,0.4,0.78,0.38,2,2,2,0.65316,0.84579,0.71671,"[np.float64(0.3996), np.float64(0.7795)]"
I,0.4,0.67,0.27,4,4,2,0.64204,0.85924,0.70885,"[np.float64(0.3996), np.float64(0.4896), np.float64(0.5796), np.float64(0.6695)]"
I,0.4,0.67,0.27,3,3,2,0.63469,0.86802,0.70365,"[np.float64(0.3996), np.float64(0.5396), np.float64(0.6695)]"
I,0.4,0.64,0.24,2,2,2,0.63017,0.87336,0.70047,"[np.float64(0.3996), np.float64(0.6396)]"
dIdV,0.4,0.76,0.36,2,2,2,0.62878,0.87501,0.69949,"[np.float64(0.3996), np.float64(0.7595)]"
dIdV,0.5,0.76,0.26,2,2,1,0.62123,0.88386,0.69417,"[np.float64(0.4996), np.float64(0.7595)]"
I,0.4,0.66,0.26,3,3,3,0.61146,0.89519,0.68731,"[np.float64(0.3996), np.float64(0.5296), np.float64(0.6595)]"
I,0.4,0.63,0.23,2,2,2,0.58453,0.9257,0.66843,"[np.float64(0.3996), np.float64(0.6296)]"
I,0.55,0.8,0.25,2,2,2,0.58084,0.9298,0.66585,"[np.float64(0.5496), np.float64(0.7994)]"
dIdV,0.5,0.75,0.25,2,2,1,0.56324,0.94911,0.65358,"[np.float64(0.4996), np.float64(0.7495)]"
dIdV,0.45,0.75,0.3,2,2,2,0.55697,0.9559,0.64921,"[np.float64(0.4496), np.float64(0.7495)]"
dIdV,0.5,0.72,0.22,2,2,2,0.54071,0.97329,0.63791,"[np.float64(0.4996), np.float64(0.7195)]"
I,0.4,0.62,0.22,2,2,2,0.53723,0.97697,0.63549,"[np.float64(0.3996), np.float64(0.6196)]"
dIdV,0.45,0.77,0.32,2,2,2,0.52405,0.99078,0.62636,"[np.float64(0.4496), np.float64(0.7695)]"
dIdV,0.5,0.74,0.24,2,2,1,0.50612,1.00927,0.61396,"[np.float64(0.4996), np.float64(0.7395)]"
dIdV,0.4,0.75,0.35,2,2,2,0.49436,1.02122,0.60584,"[np.float64(0.3996), np.float64(0.7495)]"
I,0.4,0.61,0.21,2,2,2,0.49025,1.02536,0.60301,"[np.float64(0.3996), np.float64(0.6096)]"
I,0.5,0.8,0.3,2,2,2,0.47713,1.03847,0.59397,"[np.float64(0.4996), np.float64(0.7994)]"
dIdV,0.45,0.76,0.31,2,2,2,0.47019,1.04534,0.5892,"[np.float64(0.4496), np.float64(0.7595)]"
dIdV,0.4,0.67,0.27,2,2,1,0.45578,1.05946,0.57929,"[np.float64(0.3996), np.float64(0.6695)]"
I,0.45,0.8,0.35,2,2,2,0.44386,1.071,0.57111,"[np.float64(0.4496), np.float64(0.7994)]"
I,0.4,0.6,0.2,2,2,2,0.44093,1.07381,0.56911,"[np.float64(0.3996), np.float64(0.5996)]"
dIdV,0.5,0.73,0.23,2,2,1,0.42954,1.0847,0.5613,"[np.float64(0.4996), np.float64(0.7295)]"
dIdV,0.4,0.74,0.34,2,2,1,0.39448,1.11754,0.53735,"[np.float64(0.3996), np.float64(0.7395)]"
I,0.4,0.79,0.39,2,2,2,0.36845,1.1413,0.51962,"[np.float64(0.3996), np.float64(0.7894)]"
dIdV,0.4,0.73,0.33,2,2,1,0.32256,1.18204,0.48846,"[np.float64(0.3996), np.float64(0.7295)]"
dIdV,0.45,0.74,0.29,2,2,1,0.32208,1.18246,0.48814,"[np.float64(0.4496), np.float64(0.7395)]"
dIdV,0.4,0.72,0.32,2,2,1,0.24696,1.24625,0.4374,"[np.float64(0.3996), np.float64(0.7195)]"
dIdV,0.45,0.73,0.28,2,2,1,0.2425,1.24994,0.43439,"[np.float64(0.4496), np.float64(0.7295)]"
dIdV,0.4,0.68,0.28,2,2,2,0.24243,1.25,0.43435,"[np.float64(0.3996), np.float64(0.6795)]"
dIdV,0.4,0.7,0.3,2,2,2,0.23276,1.25795,0.42784,"[np.float64(0.3996), np.float64(0.6995)]"
dIdV,0.45,0.7,0.25,2,2,2,0.23268,1.25801,0.42779,"[np.float64(0.4496), np.float64(0.6995)]"
dIdV,0.4,0.69,0.29,2,2,2,0.19141,1.2914,0.40005,"[np.float64(0.3996), np.float64(0.6895)]"
dIdV,0.4,0.71,0.31,2,2,1,0.17379,1.30539,0.38824,"[np.float64(0.3996), np.float64(0.7095)]"
dIdV,0.45,0.72,0.27,2,2,1,0.14323,1.32932,0.36777,"[np.float64(0.4496), np.float64(0.7195)]"
dIdV,0.45,0.71,0.26,2,2,1,0.01384,1.42617,0.28153,"[np.float64(0.4496), np.float64(0.7095)]"
I,0.4,0.8,0.4,2,2,2,-0.07867,1.49156,0.26742,"[np.float64(0.3996), np.float64(0.7994)]"
